id,texto
90,"O debate sobre os impactos ambientais do consumo excessivo evidencia um dos principais desafios enfrentados pela sociedade brasileira contemporânea. Diversos fatores históricos, sociais e políticos contribuíram para a formação desse cenário preocupante, que afeta milhões de cidadãos. É imprescindível que políticas públicas sejam implementadas com foco em inclusão, equidade e desenvolvimento sustentável. Além disso, o papel da sociedade civil e das instituições educacionais é crucial para promover conscientização, respeito aos direitos humanos e transformação social. Somente por meio do esforço coletivo será possível construir uma realidade mais justa, solidária e democrática. O debate sobre os impactos ambientais do consumo excessivo evidencia um dos principais desafios enfrentados pela sociedade brasileira contemporânea. Diversos fatores históricos, sociais e políticos contribuíram para a formação desse cenário preocupante, que afeta milhões de cidadãos. É imprescindível que políticas públicas sejam implementadas com foco em inclusão, equidade e desenvolvimento sustentável. Além disso, o papel da sociedade civil e das instituições educacionais é crucial para promover conscientização, respeito aos direitos humanos e transformação social. Somente por meio do esforço coletivo será possível construir uma realidade mais justa, solidária e democrática. O debate sobre os impactos ambientais do consumo excessivo evidencia um dos principais desafios enfrentados pela sociedade brasileira contemporânea. Diversos fatores históricos, sociais e políticos contribuíram para a formação desse cenário preocupante, que afeta milhões de cidadãos. É imprescindível que políticas públicas sejam implementadas com foco em inclusão, equidade e desenvolvimento sustentável. Além disso, o papel da sociedade civil e das instituições educacionais é crucial para promover conscientização, respeito aos direitos humanos e transformação social. Somente por meio do esforço coletivo será possível construir uma realidade mais justa, solidária e democrática. O debate sobre os impactos ambientais do consumo excessivo evidencia um dos principais desafios enfrentados pela sociedade brasileira contemporânea. Diversos fatores históricos, sociais e políticos contribuíram para a formação desse cenário preocupante, que afeta milhões de cidadãos. É imprescindível que políticas públicas sejam implementadas com foco em inclusão, equidade e desenvolvimento sustentável. Além disso, o papel da sociedade civil e das instituições educacionais é crucial"

91,"A teoria da Banalidade do Mal, criada pela filósofa Hannah Arendt, confirma que em uma sociedade, um problema é tão recorrente que torna-se banal, ou seja, passa a ser ignorado e tratado com normalidade. Nesse sentido, é possível fazer uma relação entre essa teoria e o grande desafio presente no Brasil em garantir a valorização da herança cultural africana. Logo, vale ressaltar que, dentre as inúmeras causas que colaboram para a invisibilidade das tradições desses povos, duas são principais: o legado racista deixado pelo histórico escravocrata do Brasil e a negligência educacional em dar visibilidade à memória da cultura afrodescendente. Primordialmente, é válido citar a música “Negro Drama”, da banda Racionais MC’s, cuja mensagem principal é uma denúncia às dificuldades vividas pelos negros no Brasil. Nesse contexto, sabe-se que os anos de escravidão que ocorreram no país no período de sua colonização marcaram a história com o racismo, a constante e persistente discriminação e, consequentemente, o apagamento da cultura trazida pelos povos da África para o Brasil. Dessa forma, as raízes históricas escravocratas contribuem para a aversão e desvalorização de crenças africanas atualmente. Ademais, Nelson Mandela — importante figura responsável pelo fim da política de segregação africana — afirmou que a educação é necessária para mudar o mundo. Entretanto, é perceptível na educação brasileira a negligência em ensinar a respeito da cultura afro-brasileira, assim como sua importância para a formação sociocultural do país. Deste modo, a herança africana perde seu reconhecimento e importância, já que é dada a esses povos apenas a posição vulnerável a qual foram submetidos quando escravizados, tornando invisível seu legado cultural. Portanto, tornam-se necessárias medidas para facilitar a valorização da herança desses povos. Assim, o Ministério da Educação — órgão regulamentador do sistema educacional brasileiro — deve promover, por meio da mudança na grade curricular escolar, a criação de itinerários que sejam específicos para o estudo da cultura afrodescendente, com o fim de tornar conhecido o legado desses povos. Também é preciso a divulgação em rede nacional sobre a importância do combate à discriminação de crenças africanas. Então, a memória africana será vista e valorizada, e sua importância será reconhecida no Brasil."
92,"A música “Bença”, do cantor e compositor Djonga, reflete criticamente, ao longo de seus versos, os empasses enfrentados por pessoas pretas na sociedade. Concomitantemente, é notório que a crítica feita pelo cantor destaca um problema social recorrente na realidade contemporânea, tendo em vista que cresce, na atual conjuntura brasileira, os desafios para a valorização da herança africana no Brasil. Nessa perspectiva, surge uma problemática agravante no país, que se potencializa, principalmente, devido ao legado histórico e à lacuna educacional. Sob esse viés, é imprescindível destacar o legado histórico como agravador da falta de valorização da herança africana. Nesse sentido, a escravidão no Brasil, marco histórico nacional, foi movida e estruturada por uma série de preconceitos étnicos e raciais que, na época, evidenciaram a crença de superioridade dos europeus em relação aos povos nativos e africanos. Paralelamente, na sociedade brasileira atual, fica claro que as sequelas históricas do passado ainda têm efeito no presente, visto que a desvalorização da cultura negra e de sua herança é recorrente, tanto na série de representações esteriotipadas, quanto no contínuo apagamento de sua história. Ademais, a lacuna educacional também impacta na problemática. Segundo o filósofo Immanuel Kant “O homem não é nada além daquilo que a educação faz dele”, compreendendo, dessa forma, a importância da educação na construção do ser humano. Entretanto, é fato que a crítica tecida por Kant não se concretiza na realidade, uma vez que a falta de atuação das instituições educacionais acomete o razo conhecimento acerca da origem afro-brasileira, bem como sua forte representação histórica e cultural no território nacional, o que desencadeia o desconhecimento sobre a importância de valorizá-la. Conclui-se, portanto, que medidas devem ser tomadas para enfrentar os desafios para a valorização da herança africana no país. Por isso, cabe ao Ministério da Cultura, órgão responsável por garantir a valorização cultural no Brasil, assegurar que o legado afro-brasileiro seja devidamente reconhecido, por meio de políticas públicas e campanhas voltadas à cultura, para fins de promover maior inclusão social e étnica. Além disso, é dever do Ministério da educação, responsável por administrar os setores educacionais, dar maior visibilidade à história afrodescendente, por meio de atividades educativas e palestras pedagógicas voltadas às grandes personalidades negras do território nacional, para assim promover uma melhora do quadro no Brasil."
93,"A população brasileira atual derivou-se de um contínuo processo de missigenação causado pela imigração de indivíduos das mais variadas etnias, apesar disso, as que mais influenciaram na cultura brasileira foram os portugueses e os africanos. Contudo, ainda que detenham uma grande importância para a formação do Brasil, muitas das heranças de matriz africana são desvalorizadas por causa de preconceitos realizados pelos habitantes do território nacional. Sob esse viés, torna-se nítido a invisibilidade social e o desinteresse educacional como principais fatores de permanência desta realidade Sob essa perspectiva, a situação de invisibilidade social da cultura de origem africana colabora para sua desvalorização. Segundo a filósofa contemporânea Djamila Ribeiro, para que se mude algo, antes é necessário tira-lo da invisibilidade. Além de filósofa, autora do livro “Pequeno manual antirracista”, Djamila aborda em sua obra a realidade preconceituosa do Brasil, desde termos presentes no dialeto brasileiro com origens racistas até a discriminação sofrida por pessoas descendentes de africanos na prática de suas crenças, e como este fato afeta diretamente na valorização dessa herança. Nesse contexto, para que a cultura deixada pelos ancestrais trazidos da África seja melhor aceita na sociedade atualmente presente no território brasileiro, necessita-se de uma mudança na persepção dos demais integrantes sociais a respeito das heranças deixadas por seus antepassados Ademais a invisibilidade social, o desinteresse educacional por temas relacionados a legados africanos tambem colabora para a desvalorização desta. Nessa óptica, para a ocorrência da preservação de uma crença ou tradição, é indispensável que os indivíduos encarregados de transmiti-las possuam uma conecção ou então, algum tipo de respeito e consideração por esta. No entanto, devidou ao passado de escravidão do povo africano no Brasil e a sua abolição ainda recente, assinada pela princesa Isabel no final do século XIX, muitas de suas heranças são vistas de maneira negativa até os dias atuais. Por isso, cabem as instituições de ensino abordarem de maneira gradual porém progressiva, elementos vindos da população africana trazida e nascida no território nacional para aumentar o senso de pertencimento dos jovens afro-brasileiros. Portanto, tendo em vista a invisibilidade social e o desinteresse educacional das heranças africanas como os principais fatores para a desvalorização destas, evidencia-se a carência de transformações. Nesse sentido, o governo, mais especificamente o Ministério da Educação, e as escolas de todo o país agirão em conjunto na criação e execução do projeto “Meu passado, minha identidade”, onde serão realizados postagens nas redes sociais além de palestras abordando a influência dos africanos na cultura brasileira, mostrando o desde as heranças linguísticas e culinárias até aos utensílios e crenças que foram deixados por esse povo para suas gerações futuras, mantendo a herança viva e ajudando com os que possuem preconceitos contra esse legado histórico a se reconhecerem como pertencentes a grande mistura de cultura do território brasileiro."
94,"O conto infantil “Menina bonita do laço de fita”, publicado pela editora “Intrínseca”, temaliza a inconformidade de uma criança negra ao tentar aceitar o próprio cabelo crespo. Dessa forma, ao analisar os desafios que a personagem enfrenta para valorizar a herança africana em sua aparência, percebe-se que esse cenário apresenta similaridade com a realidade brasileira, na qual a sociedade contemporânea se limita a invisibilizar tradições afro-brasileiras em razão do legado histórico e do silêncio midiático. Diante desse contexto, salienta-se as raízes históricas, que inviabilizam a correta valorização da cultura negra no Brasil, como principal causa desse viés caótico. A saber, a colonização portuguesa no Brasil culminou no apagamento histórico de tradições e legados que os africanos trouxeram consigo durante a importação de servos colonos, uma vez que, os jesuítas — padres responsáveis por abolir quaisquer traços negros em terras brasileiras — imporam novos costumes sobre os escravos, desvalorizando símbolos vigentes. Assim, o apagamento cultural dos afro-brasileiros está enraízado na sociedade contemporânea e perpetua-se secularmente nos descendentes que desconhecem sua história. Ademais, o silêncio da mídia acerca das práticas africanas potencializa a estrutura cultural frágil destas. Segundo Marilene Chuí, filósofa e socióloga brasileira, o “Coronelismo Digital” é um conjunto de inoperações que a imprensa tece para manipular o pensamento crítico dos cidadãos. Nesse sentido, a falta da discussão midiática faz a manutenção do quadro de ignorância cultural que a população negra vive, isto é, a mídia falha em circular ideias que registrariam a memória imaterial africana e, por isso, essas memórias são invisibilizadas na modernidade. Logo, é notório que a falta de ações midiáticas mina a persistência das imaterialidades advindas dos negros escravizados e esquematiza um raciocínio de desvalorização cultural. Portanto, para mitigar essa problemática, são necessárias medidas estruturais. Desse modo, cabe ao Estado — responsável pela preservação da memória nacional — articular um plano de ação voltado à valorização cultural do legado africano, por meio de palestras e rodas de conversa. Isso, com a finalidade de mudar as raízes históricas advindas da colonização. Urge, também, que a mídia realize esporádicas propagações de memoriais negros, mediante a exposição de origens e propósitos de antigos rituais africanos. Somente assim, será possível fortificar as tradições afro-brasileiras e tornar a protagonista do conto infantil “Menina bonita do laço de fita” um personagem estritamente literário."
95,"A banda brasileira Black Pantera, através de suas letras e posicionamentos políticos, contrapõe o ambiente de seu subgênero musical — o “heavy metal” —, onde há pouca presença de artistas negros e é muito associado a movimentos a supremacistas, com o grupo defendendo pautas antirracistas e de valorização da cultura negra. Porém, apesar de existirem diversos movimentos como o afrocentado, o Brasil ainda não reconhece a cultura afro-brasileira de maneira adequada, muito por conta do racismo em nossa sociedade e também pela invisibilização dessas pautas, levando ao desconhecimento da população sobre um tema tão importante. Assim, o Poder Público deve se mobilizar ao combate desses desafios apresentados. Sob essa perspectiva, não devemos ignorar o racismo presente na organização social brasileira, sendo um dos principais motivos para a falta de valorização da herança africana. Desde os tempos de Brasil Colônia, até os dias de hoje, o preconceito racial está presente e acaba sendo mantido pela elite socio-política, onde mesmo após a Lei Áurea de 1888, a população negra acabou não recebendo nenhum tipo de auxílio, pelo contrário, foi marginalizada e teve que se instalar em áreas periféricas, resultando na criação das primeiras favelas. Porém, a partir da Constituição Federal de 1988, todo cidadão é considerado igual perante a lei, cabendo ao Estado prover as medidas necessárias para a igualdade e equidade de todos da nação. Ademais, como resultado da invisibilização da cultura negra e de seus grandes personagens, é gerada uma falta de clareza da população sobre essa temática. A pensadora nigeriana Chimamanda, apresenta o conceito de “história única”, onde através do esquecimento dos fatos e reforço de determinados estereótipos, é criada uma ideia sobre determinado povo ou cultura, resultando em uma visão preconceituosa e que não leva em conta o lado do oprimido. Dessa forma, histórias únicas só podem ser derrubadas através de esforços na educação da população, levando-a conhecer a verdade e os fatos. Portanto, é dever do Estado identificar e buscar maneiras de resolver os problemas apresentados anteriormente. Através dos Ministérios da Cultura e da Educação, orgãos responsáveis por fornecer os serviços de cultura e educação em todo território nacional, devem atuar conjuntamente na divulgação e preservação da herança afro-brasileira, através de incentivo à pesquisas acadêmicas, obrigatoriedade do ensino dessa temática nas escolas e no fomento à produções artísticas desse grupo social, a fim de dar o devido reconhecimento a esse legado socio-cultural. Com isso, manifestações culturais como o Black Pantera terão cada vez mais espaço e reconhecimento, ajudando a valorizar cada vez mais os seus meios artísticos."
96,"Na música “Negro Drama”, do grupo Racionais MC’s, é exposta a indignação dos autores com a realidade atual, na qual os valores, crenças e cultura dos negros são menosprezados. De maneira análoga à melodia, é evidente a existência de desafios para a valorização da herança africana no Brasil. Logo, é imprescindível analisar a discriminação racial e a desigualdade social como entraves. Em primeira instância, vê-se que o racismo possui suas origens no passado. Nesse sentido, durante os séculos XVI ao XIX houve a mercantilização e escravidão dos africanos em território nacional, os quais foram forçados a trabalhar sob condições precárias e violentas. Sob esse viés, fica claro que os acontecimentos retrógrados originaram pensamentos limitantes e excludentes que permanecem até os tempos hodiernos, acarretando a desumanização dos pretos e a ausência de aceitação social. Diante disso, prejudicados são os afro-brasileiros pelo preconceito instaurado na sociedade, pois suas ideologias são postergadas em comparação a outras tradições, impossibilitando a valorização de suas heranças culturais. Desse modo, é imperiosa a realização de ações resolutivas. Já em uma segunda análise, cabe ressaltar a disparidade coletiva. No livro “Memórias Póstumas de Brás Cubas” o defunto-autor, de Machado de Assis, narra sua relação de dominância com um garoto negro em sua infância, demonstrando a segregação socioeconômica. Nessa perspectiva, é notório que indivíduos brancos, muitas vezes, possuem mais oportunidades de expressarem-se devido ao fato de serem “prestigiados” e mais respeitados, isto difere do cotidiano dos pretos e pardos residentes das favelas e periferias. Consequentemente, por não alcançarem ascensão e consideração social, subjugados são os descendentes de africanos pelo corpo civil, este que privilegia os costumes advindos das elites. Dessa forma, faz-se impetuosa a tomada de medidas focadas em sanar os óbices abordados. Portanto, conclui-se que os desafios para a valorização da herança africana devem ser extintos. Para isso, cabe ao Ministério da Educação fomentar nas instituições de ensino a realização de projetos culturais, palestras, debates e passeios obrigatórios, visando educar os alunos sobre as crenças afro-americanas e romper os pensamentos preconceituosos presentes na contemporaneidade, por meio de procedimentos administrativos e propostas de temas que serão abordados nas escolas. Assim, a pátria amada tornar-se-á mais equitativa e respeitosa, destoando do passado colonial e erradicando o contexto exposto na melodia."
97,"O Brasil, ao longo de sua história, tornou-se um país bastante miscigenado, sendo o povo africano um dos principais agentes na herança da identidade brasileira. Entretanto, com o passar dos anos, surgiram tentativas de desvalorizar essa descendência, como o surgimento do movimento Eugenista, que buscava embranquecer a população, pois acreditava-se que assim ela se tornaria mais pura e melhor. Dessa forma, infelizmente, fomentou-se uma visão negativa da herança negra, trazendo, para os dias de hoje, desafios para a valorização das origens africanas, tais como: a precária representatividade nas escolas e a falta de incentivos à cultura afrodescendente. Nesse sentido, a representatividade escassa nas escolas acaba perpetuando estereótipos em relação à cultura africana, pois ela é pouco ensinada nos anos escolares e quando é abordada em sala de aula costuma ser apenas sobre o passado escravista, tratando os longos anos de sofrimento dos afrodescendentes, ou de um jeito estereotipado, resumindo a herança negra a poucos elementos como a capoeira, sem abordar sua diversidade. Assim, a educação cumpre um papel essencial na luta pela valorização da herança africana, pois desde cedo é preciso ensinar sobre a pluralidade da cultura negra às crianças e aos jovens; disseminando de forma adequada as origens africanas e transformando a sociedade, como afirmou Paulo Freire quando disse que, sem a educação, será impossível evoluirmos como sociedade. Ademais, a falta de incentivos culturais aos afrodescendentes é um grande desafio, pois é muito difícil valorizar algo que não conhecemos. Dessa forma, é preciso destacar a ocorrência de casos como o que Djamila Ribeiro conta em seu livro, “Pequeno manual antirracista”, em que a autora relata ter consumido pouquíssimo conteúdo feito por pessoas negras em sua infância e, na maioria das vezes, observando apenas protagonistas brancos em livros., Nesse sentido, sem incentivos para artistas negros ocuparem espaços culturais, como livros ou filmes, apenas os brancos estarão sendo representados, privando as pessoas de contemplarem e valorizarem a cultura africana. Portanto, cabe ao Ministério da Educação, órgão responsável por gerir os processos educacionais no Brasil, intensificar a representatividade negra nas escolas, por meio de uma reforma na base educacional, para trazer às aulas e aos livros didáticos a diversidade cultural negra para além da escravidão. Além disso, faz-se necessário que o Ministério da Cultura, órgão brasileiro responsável por gerir os meios culturais do país, destinar incentivos a artistas negros, a fim de fomentar a produção de conteúdo afrodescendente e disseminá-lo à população, por intermédio dos teatros, do cinema, da televisão e dos livros, suprimindo visões estereotipadas da sociedade."
98,"No período colonial brasileiro, a cultura dos indivíduos escravizados foi suprimida para facilitar a dominação e a exploração desse grupo pelos europeus. Apesar do lapso temporal, a desvalorização da herança africana permanece sendo uma realidade presente no país, assim como no contexto escravocrata, o que se configura como um problema que agrava a exclusão social dos cidadãos negros. Diante desse cenário, é essencial analisar a inoperância governamental e a falha do sistema educacional como fatores que intensificam tal revés. Nessa perspectiva, o escasso interesse estatal se configura como um desafio para a resolução dessa problemática. Isso ocorre, porque, tal qual abordado pelo teórico Raymundo Faoro, o governo, muitas vezes, prioriza seus próprios interesses em detrimento das necessidades do povo. Em conformidade com Faoro, os políticos em exercício, ao se preocuparem apenas com seus proveitos pessoais, não tomam medidas efetivas para valorizar a herança africana, como investir na criação de espaços destinados a exposições culturais e artísticas dos cidadãos afrodescendentes. Sendo assim, a ineficácia governamental acarreta a marginalização social desse grupo, já que suas manifestações são negligenciadas e silenciadas, em um contexto que, mesmo após décadas da abolição da escravidão, continua perverso para a população negra. Além disso, a falha do modelo educacional acentua a desvalorização das raízes da África no país. Nesse sentido, o sociólogo Émile Durkheim afirma que a escola é o segundo mecanismo de socialização do indivíduo, que molda seus hábitos e seus comportamentos. No entanto, as instituições de ensino promovem um ensinamento que aborda apenas a perspectiva eurocêntrica da história nacional e não retratam a contribuição do patrimônio africano para o desenvolvimento do Brasil. Dessa forma, a manutenção desse sistema de educação enfraquece o sentimento de pertencimento dos cidadãos afro brasileiros e a formação de laços identitários, uma vez que perpetua o apagamento da memória negra ao não ensinar suas crenças e suas tradições. Portanto, é necessária a adoção de medidas para combater os desafios para a valorização da herança africana. Logo, o Poder Executivo, responsável pelo bem-estar social, deve aumentar a visibilidade de exposições culturais dos cidadãos afro-brasileiros, por meio da criação de espaços públicos para essas manifestações, a fim de erradicar a exclusão social desse grupo. Ademais, as escolas devem inserir conteúdos que ensinem as crenças e as tradições dos negros para fortalecer seu sentimento de pertencimento. A partir dessas ações, o patrimônio desse grupo deixará de ser suprimido no Brasil como foi no período colonial."
99,"O livro “Nós matamos o cão tinhoso” de Luís Bernardo Honwana retrata a sociedade moçambicana durante a colonização portuguesa. Na obra literária, observa-se uma dinâmica social pautada pela inferiorização dos indivíduos negros, na qual o racismo está enraizado nas interações entre as pessoas, na qualidade de vida e na autoimagem de cada ser. Assim, ao inserir a imagem criada pelo livro no contexto brasileiro de ínfima valorização da herança africana, infere-se que o passado colonial persiste nas estruturas do Brasil, se manifestando a partir do apagamento sistemático da cultura afro-brasileira. Em razão disso, deve-se discutir o papel do Estado no setor escolar e cultural diante desse contexto de silenciamento. Em um primeiro momento, é necessário entender a relação entre a dinâmica social brasileira e a desvalorização da herança africana. Para fundamentar essa ideia, o filósofo brasileiro Ailton Krenak afirma que, no Brasil, existem dois grupos — a humanidade, formada pela elite econômica, e a subumanidade, a qual tem seus direitos negados e é constituída principalmente pelas populações marginalizadas socialmente, como os povos originários e os negros. Por conseguinte, entende-se que o apagamento da cultura africana é uma extensão do panorama da desigualdade social brasileira, já que essa desvalorização sistemática silencia as vozes de populações que são violentadas e oprimidas há séculos, o que favorece a manutenção dessas pessoas no grupo da subumanidade. Dessa forma, o Estado deve desenvolver medidas que visem valorizar e apoiar artistas e escritores relacionados à herança africana no Brasil. Sob outra ótica, a compreensão acerca da importância da ancestralidade na formação da autoimagem e da noção de pertencimento de cada indivíduo é imperativa. Para isso, a filósofa brasileira Marilena Chauí defende a ideia de que, enquanto os animais são naturais, os humanos são culturais — ou seja, a cultura que cada pessoa está inserida compõe a essência desse ser. A partir disso, compreende-se que o silenciamento da herança africana nega a uma grande parte do povo brasileiro a sua própria essência, o que constitui uma violência estrutural e resulta numa noção de não pertencimento generalizada e em uma autoimagem defasada. Frente a isso, o Estado deve agir em prol da promoção de manifestações culturais afro-brasileiras. Em suma, conclui-se que a desvalorização da cultura africana está diretamente relacionada a um processo sistemático de silenciamento de grupos oprimidos e resulta na falta de pertencimento de muitos indivíduos. Portanto, cabe ao Estado, por meio de uma parceria entre o Ministério da Economia (ME) e o Ministério da Educação e da Cultura (MEC), desenvolver manifestações culturais afro-brasileiras nas escolas, como, por exemplo, peças teatrais e festivais de dança, música e arte, assim como investir financeiramente na promoção de artistas e escritores que têm suas carreiras relacionadas à herança africana. Por fim, essas ações serão responsáveis por impedir o perpetuamento da desvalorização da cultura africana no Brasil."
100,"O livro “Quarto de despejo”, de Carolina Maria de Jesus, retrata o cotidiano da própria autora — mulher negra e pobre —, que viveu na favela do Canindé, na década de 1960, em São Paulo. Conforme exibido na história de vida de Carolina e expandindo esse cenário para a realidade atual, infelizmente, ainda são perceptíveis desafios para a valorização da herança africana no Brasil. Assim, destacam-se o racismo estrutural e a negligência por parte da sociedade como aspectos dessa preocupante problemática em solo nacional. O racismo estrutural, ou seja, o preconceito étnico enraizado na população, está muito presente nas relações sociais e na estrutura do Brasil. Isso porque o longo período escravocrata vivenciado no país e a não adoção de políticas de inserção dos libertos na sociedade deixaram cicatrizes irreversíveis na história brasileira, tais como a marginalização desse grupo, a menor taxa de acesso à escolarização e o menor salário desses indivíduos. Nesse sentido, segundo o filósofo Elijah Anderson, os brancos reduzem o espaço dos negros aos guetos — ambientes periféricos e desvalorizados pelos cidadãos em geral —, privando esses sujeitos de participarem de práticas eruditas, como o ensino superior e a atuação na política, o que impulsiona a desatenção quanto aos diversos legados das culturas africanas em território nacional. Dessa forma, o racismo estrutural constitui um obstáculo para a valorização dessa herança no país. Além disso, a negligência da sociedade quanto à existência concreta desse preconceito é um grave desafio para a adoção de medidas que combatam tal desvalorização. Nesse contexto, apesar de inúmeros dados estatísticos comprovarem o desfavorecimento social desses indivíduos — como a informação do Atlas da Violência de 2019 de que quase 80% das vítimas de homicídio do ano foram negros —, muitas pessoas ainda persistem em acreditar que o preconceito racial não existe de fato. De acordo com o teórico Florestan Fernandes, a ideia de democracia racial brasileira é um mito, já que a convivência entre grupos étnicos no país foi, historicamente, marcada por violência, como a psicológica, a sexual e a física, ocorridas, principalmente, durante a escravidão — e impedindo o reconhecimento dos aspectos culturais dessas pessoas. Desse modo, a negligência por parte da população é um grande empecilho para a devida consideração do legado dessas comunidades no país. Portanto, destacam-se o racismo estrutural e a negligência por parte da sociedade como desafios para a valorização da herança africana no Brasil. Logo, o Ministério da Educação — órgão federal responsável por coordenar as diretrizes do ensino na nação — deve criar um componente curricular voltado para a recuperação da cultura e da história africanas, por meio da criação de uma lei que implemente tal disciplina em todas as escolas do Brasil, a fim de reverter o atual quadro de desvalorização dessa etnia entre as próximas gerações. Ademais, o Ministério da Igualdade Racial deve promover campanhas que sinalizem a cotidiana presença dos preconceitos de cunho étnico, com o objetivo de conscientizar a população brasileira acerca da real existência dessa inquietante discriminação em solo nacional. Em última instância, busca-se, com tais medidas, alterar a situação de invisibilidade histórico-cultural ainda experienciada por brasileiros, a exemplo de Carolina Maria de Jesus."
